taxon	sequenceID	name	genus	scaffold	identity	bitscore	host_species	host_genus	host_family	host_order	host_major_clade	host_middle_clade	host_minor_clade
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_1017	Phalacrocorax_harrisi_1017	Phalacrocorax_harrisi_1017	Avihepadnavirus	NEVG01000047.1	85.714	119	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_1018	Phalacrocorax_harrisi_1018	Phalacrocorax_harrisi_1018	Avihepadnavirus	NEVG01000047.1	85.714	119	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_2804	Phalacrocorax_harrisi_2804	Phalacrocorax_harrisi_2804	Avihepadnavirus	NEVG01000357.1	84.932	122	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_2812	Phalacrocorax_harrisi_2812	Phalacrocorax_harrisi_2812	Avihepadnavirus	NEVG01000466.1	83.158	155	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_2851	Phalacrocorax_harrisi_2851	Phalacrocorax_harrisi_2851	Avihepadnavirus	NEVG01000230.1	88.421	115	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4091	Phalacrocorax_harrisi_4091	Phalacrocorax_harrisi_4091	Avihepadnavirus	NEVG01000776.1	65.116	154	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4629	Phalacrocorax_harrisi_4629	Phalacrocorax_harrisi_4629	Avihepadnavirus	NEVG01000282.1	91.667	146	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4631	Phalacrocorax_harrisi_4631	Phalacrocorax_harrisi_4631	Avihepadnavirus	NEVG01000179.1	90.476	120	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4632	Phalacrocorax_harrisi_4632	Phalacrocorax_harrisi_4632	Avihepadnavirus	NEVG01000313.1	87.5	137	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4637	Phalacrocorax_harrisi_4637	Phalacrocorax_harrisi_4637	Avihepadnavirus	NEVG01000137.1	89.362	126	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4639	Phalacrocorax_harrisi_4639	Phalacrocorax_harrisi_4639	Avihepadnavirus	NEVG01000384.1	75	116	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4641	Phalacrocorax_harrisi_4641	Phalacrocorax_harrisi_4641	Avihepadnavirus	NEVG01000388.1	91.667	141	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4642	Phalacrocorax_harrisi_4642	Phalacrocorax_harrisi_4642	Avihepadnavirus	NEVG01000148.1	85.106	118	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4645	Phalacrocorax_harrisi_4645	Phalacrocorax_harrisi_4645	Avihepadnavirus	NEVG01000054.1	89.474	138	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4647	Phalacrocorax_harrisi_4647	Phalacrocorax_harrisi_4647	Avihepadnavirus	NEVG01000282.1	90.526	142	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4649	Phalacrocorax_harrisi_4649	Phalacrocorax_harrisi_4649	Avihepadnavirus	NEVG01000109.1	76.667	129	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_465	Phalacrocorax_harrisi_465	Phalacrocorax_harrisi_465	Avihepadnavirus	NEVG01000566.1	82.432	83	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4651	Phalacrocorax_harrisi_4651	Phalacrocorax_harrisi_4651	Avihepadnavirus	NEVG01000478.1	92.063	122	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4655	Phalacrocorax_harrisi_4655	Phalacrocorax_harrisi_4655	Avihepadnavirus	NEVG01000107.1	91.667	137	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4669	Phalacrocorax_harrisi_4669	Phalacrocorax_harrisi_4669	Avihepadnavirus	NEVG01000289.1	92.632	121	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4677	Phalacrocorax_harrisi_4677	Phalacrocorax_harrisi_4677	Avihepadnavirus	NEVG01000282.1	88.542	141	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_4678	Phalacrocorax_harrisi_4678	Phalacrocorax_harrisi_4678	Avihepadnavirus	NEVG01000158.1	88.043	140	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_468	Phalacrocorax_harrisi_468	Phalacrocorax_harrisi_468	Avihepadnavirus	NEVG01000009.1	83.784	100	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_492	Phalacrocorax_harrisi_492	Phalacrocorax_harrisi_492	Avihepadnavirus	NEVG01000343.1	89.286	104	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5051	Phalacrocorax_harrisi_5051	Phalacrocorax_harrisi_5051	Avihepadnavirus	NEVG01000106.1	85.417	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5054	Phalacrocorax_harrisi_5054	Phalacrocorax_harrisi_5054	Avihepadnavirus	NEVG01000143.1	89.583	147	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5058	Phalacrocorax_harrisi_5058	Phalacrocorax_harrisi_5058	Avihepadnavirus	NEVG01000158.1	93.617	152	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5059	Phalacrocorax_harrisi_5059	Phalacrocorax_harrisi_5059	Avihepadnavirus	NEVG01000019.1	89.286	152	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_506	Phalacrocorax_harrisi_506	Phalacrocorax_harrisi_506	Avihepadnavirus	NEVG01000566.1	82.432	83	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5060	Phalacrocorax_harrisi_5060	Phalacrocorax_harrisi_5060	Avihepadnavirus	NEVG01000224.1	86.458	145	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5061	Phalacrocorax_harrisi_5061	Phalacrocorax_harrisi_5061	Avihepadnavirus	NEVG01000457.1	93.684	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5063	Phalacrocorax_harrisi_5063	Phalacrocorax_harrisi_5063	Avihepadnavirus	NEVG01000012.1	88.636	129	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5067	Phalacrocorax_harrisi_5067	Phalacrocorax_harrisi_5067	Avihepadnavirus	NEVG01000224.1	86.458	145	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5068	Phalacrocorax_harrisi_5068	Phalacrocorax_harrisi_5068	Avihepadnavirus	NEVG01000063.1	88.542	163	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5079	Phalacrocorax_harrisi_5079	Phalacrocorax_harrisi_5079	Avihepadnavirus	NEVG01000018.1	91.667	129	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5080	Phalacrocorax_harrisi_5080	Phalacrocorax_harrisi_5080	Avihepadnavirus	NEVG01000121.1	89.583	121	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5083	Phalacrocorax_harrisi_5083	Phalacrocorax_harrisi_5083	Avihepadnavirus	NEVG01000073.1	85.417	134	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_514	Phalacrocorax_harrisi_514	Phalacrocorax_harrisi_514	Avihepadnavirus	NEVG01000009.1	83.784	100	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5427	Phalacrocorax_harrisi_5427	Phalacrocorax_harrisi_5427	Avihepadnavirus	NEVG01000340.1	86.458	166	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5428	Phalacrocorax_harrisi_5428	Phalacrocorax_harrisi_5428	Avihepadnavirus	NEVG01000253.1	92.632	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5429	Phalacrocorax_harrisi_5429	Phalacrocorax_harrisi_5429	Avihepadnavirus	NEVG01000633.1	92.708	180	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5430	Phalacrocorax_harrisi_5430	Phalacrocorax_harrisi_5430	Avihepadnavirus	NEVG01000633.1	91.667	178	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5431	Phalacrocorax_harrisi_5431	Phalacrocorax_harrisi_5431	Avihepadnavirus	NEVG01000012.1	88.421	171	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5432	Phalacrocorax_harrisi_5432	Phalacrocorax_harrisi_5432	Avihepadnavirus	NEVG01000092.1	91.667	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5433	Phalacrocorax_harrisi_5433	Phalacrocorax_harrisi_5433	Avihepadnavirus	NEVG01000342.1	91.489	150	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5434	Phalacrocorax_harrisi_5434	Phalacrocorax_harrisi_5434	Avihepadnavirus	NEVG01000033.1	83.333	153	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5435	Phalacrocorax_harrisi_5435	Phalacrocorax_harrisi_5435	Avihepadnavirus	NEVG01000616.1	89.583	169	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5436	Phalacrocorax_harrisi_5436	Phalacrocorax_harrisi_5436	Avihepadnavirus	NEVG01000485.1	89.583	177	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5437	Phalacrocorax_harrisi_5437	Phalacrocorax_harrisi_5437	Avihepadnavirus	NEVG01000023.1	92.708	176	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5438	Phalacrocorax_harrisi_5438	Phalacrocorax_harrisi_5438	Avihepadnavirus	NEVG01000130.1	89.583	172	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5439	Phalacrocorax_harrisi_5439	Phalacrocorax_harrisi_5439	Avihepadnavirus	NEVG01000402.1	88.421	134	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5440	Phalacrocorax_harrisi_5440	Phalacrocorax_harrisi_5440	Avihepadnavirus	NEVG01000221.1	93.75	152	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5441	Phalacrocorax_harrisi_5441	Phalacrocorax_harrisi_5441	Avihepadnavirus	NEVG01000156.1	92.708	139	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5442	Phalacrocorax_harrisi_5442	Phalacrocorax_harrisi_5442	Avihepadnavirus	NEVG01000387.1	87.5	140	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5443	Phalacrocorax_harrisi_5443	Phalacrocorax_harrisi_5443	Avihepadnavirus	NEVG01000121.1	90.526	144	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5444	Phalacrocorax_harrisi_5444	Phalacrocorax_harrisi_5444	Avihepadnavirus	NEVG01000457.1	91.579	147	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5445	Phalacrocorax_harrisi_5445	Phalacrocorax_harrisi_5445	Avihepadnavirus	NEVG01000221.1	92.632	148	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5446	Phalacrocorax_harrisi_5446	Phalacrocorax_harrisi_5446	Avihepadnavirus	NEVG01000130.1	89.583	174	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5447	Phalacrocorax_harrisi_5447	Phalacrocorax_harrisi_5447	Avihepadnavirus	NEVG01000452.1	90.526	130	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5448	Phalacrocorax_harrisi_5448	Phalacrocorax_harrisi_5448	Avihepadnavirus	NEVG01000130.1	89.583	174	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5449	Phalacrocorax_harrisi_5449	Phalacrocorax_harrisi_5449	Avihepadnavirus	NEVG01000063.1	89.474	150	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5450	Phalacrocorax_harrisi_5450	Phalacrocorax_harrisi_5450	Avihepadnavirus	NEVG01000633.1	92.708	139	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5451	Phalacrocorax_harrisi_5451	Phalacrocorax_harrisi_5451	Avihepadnavirus	NEVG01000023.1	93.75	177	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5452	Phalacrocorax_harrisi_5452	Phalacrocorax_harrisi_5452	Avihepadnavirus	NEVG01000156.1	91.667	178	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5453	Phalacrocorax_harrisi_5453	Phalacrocorax_harrisi_5453	Avihepadnavirus	NEVG01000187.1	87.5	146	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5454	Phalacrocorax_harrisi_5454	Phalacrocorax_harrisi_5454	Avihepadnavirus	NEVG01000865.1	95.789	152	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Phalacrocorax_harrisi_5456	Phalacrocorax_harrisi_5456	Phalacrocorax_harrisi_5456	Avihepadnavirus	NEVG01000070.1	86.458	149	-	Nannopterum	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_1667	Urile_pelagicus_1667	Urile_pelagicus_1667	Avihepadnavirus	NFMD01000079.1	88.889	85	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_2971	Urile_pelagicus_2971	Urile_pelagicus_2971	Avihepadnavirus	NFMD01000294.1	93.617	95	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_2984	Urile_pelagicus_2984	Urile_pelagicus_2984	Avihepadnavirus	NFMD01000294.1	93.617	96	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_3006	Urile_pelagicus_3006	Urile_pelagicus_3006	Avihepadnavirus	NFMD01000294.1	91.489	93	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4209	Urile_pelagicus_4209	Urile_pelagicus_4209	Avihepadnavirus	NFMD01000547.1	88.333	111	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4210	Urile_pelagicus_4210	Urile_pelagicus_4210	Avihepadnavirus	NFMD01000210.1	91.667	105	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4227	Urile_pelagicus_4227	Urile_pelagicus_4227	Avihepadnavirus	NFMD01000547.1	88.333	111	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4774	Urile_pelagicus_4774	Urile_pelagicus_4774	Avihepadnavirus	NFMD01000586.1	84.524	112	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4775	Urile_pelagicus_4775	Urile_pelagicus_4775	Avihepadnavirus	NFMD01000110.1	88.542	138	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4779	Urile_pelagicus_4779	Urile_pelagicus_4779	Avihepadnavirus	NFMD01000255.1	84.375	162	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4780	Urile_pelagicus_4780	Urile_pelagicus_4780	Avihepadnavirus	NFMD01000125.1	92.632	147	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4784	Urile_pelagicus_4784	Urile_pelagicus_4784	Avihepadnavirus	NFMD01000379.1	95.062	115	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4789	Urile_pelagicus_4789	Urile_pelagicus_4789	Avihepadnavirus	NFMD01000833.1	90.426	149	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4794	Urile_pelagicus_4794	Urile_pelagicus_4794	Avihepadnavirus	NFMD01000853.1	88.542	126	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4799	Urile_pelagicus_4799	Urile_pelagicus_4799	Avihepadnavirus	NFMD01000476.1	85.417	156	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4800	Urile_pelagicus_4800	Urile_pelagicus_4800	Avihepadnavirus	NFMD01000827.1	87.5	125	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4801	Urile_pelagicus_4801	Urile_pelagicus_4801	Avihepadnavirus	NFMD01000322.1	89.583	136	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4802	Urile_pelagicus_4802	Urile_pelagicus_4802	Avihepadnavirus	NFMD01000629.1	87.234	123	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4812	Urile_pelagicus_4812	Urile_pelagicus_4812	Avihepadnavirus	NFMD01000192.1	91.579	144	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4813	Urile_pelagicus_4813	Urile_pelagicus_4813	Avihepadnavirus	NFMD01000202.1	84.375	161	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4821	Urile_pelagicus_4821	Urile_pelagicus_4821	Avihepadnavirus	NFMD01000338.1	87.64	137	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
alignment/AL_EHBV-avi.27-suliformes/member/fasta-digs-ehbv/Urile_pelagicus_4822	Urile_pelagicus_4822	Urile_pelagicus_4822	Avihepadnavirus	NFMD01000110.1	90.625	150	-	Urile	Phalacrocoracidae	Pelecaniformes	Neoaves	none	Aequorlitornithes
