sequenceID	record_ID	organism	assigned_name	locus_name	virus_genus	locus_numeric_id	sequence_length	assigned_gene	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_species	host_class	host_superorder	host_order	host_family	host_genus
Phalacrocorax_harrisi_5446	5446	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	342	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000130.1	1241287	1241628	342	+	174	89.583	8	61	1	96	46	333	96	0	10	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5447	5447	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	480	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000452.1	311845	312324	480	+	130	90.526	7	43	1	95	28	312	95	0	9	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5448	5448	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000130.1	989511	989825	315	+	174	89.583	5	61	1	96	19	306	96	0	10	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5449	5449	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	387	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000063.1	3583765	3584151	387	+	150	89.474	4	51	1	95	16	300	95	0	10	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5450	5450	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000633.1	61834	62148	315	-	139	92.708	5	47	1	96	19	306	96	0	7	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5451	5451	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000023.1	1967202	1967516	315	+	177	93.75	3	62	1	96	19	306	96	0	6	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5452	5452	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000156.1	330005	330319	315	-	178	91.667	1	62	1	96	19	306	96	0	8	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5453	5453	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000187.1	1400618	1400932	315	+	146	87.5	8	50	1	96	19	306	96	0	12	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5454	5454	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	330	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000865.1	15501	15830	330	-	152	95.789	3	52	1	95	19	303	95	0	4	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Phalacrocorax_harrisi_5456	5456	Phalacrocorax_harrisi	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	330	polyprotein	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000070.1	2858872	2859201	330	-	149	86.458	8	51	1	96	19	306	96	0	13	Phalacrocorax harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum
Urile_pelagicus_1667	1667	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	216	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000079.1	1183022	1183237	216	+	85	88.889	4	26	33	95	1	189	63	0	7	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_2971	2971	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	231	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000294.1	510809	511039	231	-	95	93.617	4	30	1	47	16	156	47	0	3	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_2984	2984	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	264	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000294.1	577158	577421	264	-	96	93.617	4	30	1	47	49	189	47	0	3	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_3006	3006	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	264	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000294.1	484028	484291	264	+	93	91.489	4	29	1	47	49	189	47	0	4	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4209	4209	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	261	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000547.1	394401	394661	261	+	111	88.333	2	36	1	60	43	222	60	0	7	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4210	4210	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	288	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000210.1	230784	231071	288	-	105	91.667	9	34	24	95	1	216	72	0	6	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4227	4227	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	261	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000547.1	396874	397134	261	+	111	88.333	2	36	1	60	43	222	60	0	7	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4774	4774	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	357	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000586.1	237318	237674	357	-	112	84.524	3	36	1	84	16	267	84	0	13	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4775	4775	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000110.1	402870	403181	312	+	138	88.542	9	47	1	96	16	303	96	0	11	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4779	4779	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000255.1	107511	107825	315	-	162	84.375	3	56	1	96	19	306	96	0	15	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4780	4780	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	375	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000125.1	80856	81230	375	+	147	92.632	4	50	1	95	19	303	95	0	7	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4784	4784	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	258	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000379.1	178822	179079	258	+	115	95.062	5	38	1	81	16	258	81	0	4	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4789	4789	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	345	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000833.1	193265	193609	345	+	149	90.426	4	51	2	95	19	300	94	0	9	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4794	4794	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000853.1	151253	151564	312	+	126	88.542	4	42	1	96	16	303	96	0	11	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4799	4799	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	351	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000476.1	150492	150842	351	+	156	85.417	1	53	1	96	55	342	96	0	14	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4800	4800	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000827.1	241853	242164	312	-	125	87.5	1	41	1	96	16	303	96	0	12	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4801	4801	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	351	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000322.1	66500	66850	351	-	136	89.583	8	46	1	96	55	342	96	0	10	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4802	4802	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	288	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000629.1	44999	45286	288	-	123	87.234	5	41	2	95	1	282	94	0	12	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4812	4812	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	387	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000192.1	387531	387917	387	-	144	91.579	1	48	1	95	16	300	95	0	8	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4813	4813	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	351	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000202.1	2013363	2013713	351	-	161	84.375	2	55	1	96	55	342	96	0	15	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4821	4821	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	360	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000338.1	1733496	1733855	360	+	137	87.64	5	46	1	89	16	282	89	0	11	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_4822	4822	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000110.1	224238	224552	315	+	150	90.625	2	51	1	96	19	306	96	0	9	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5130	5130	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000110.1	975240	975551	312	+	147	92.708	3	50	1	96	16	303	96	0	7	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5131	5131	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	309	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01001186.1	4154	4462	309	-	124	90.426	3	41	2	95	1	282	94	0	9	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5133	5133	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	255	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000311.1	140347	140601	255	+	110	89.333	7	36	1	75	16	240	75	0	8	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5134	5134	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	354	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000247.1	5487	5840	354	+	149	91.489	5	51	2	95	1	282	94	0	8	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5135	5135	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000586.1	84614	84925	312	-	157	89.583	2	54	1	96	16	303	96	0	10	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5136	5136	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	276	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000252.1	73850	74125	276	+	135	92.857	1	45	1	84	16	267	84	0	6	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5143	5143	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	261	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000532.1	3109	3369	261	-	137	85.366	1	46	1	82	16	261	82	0	12	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5147	5147	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000070.1	18895	19209	315	+	140	87.5	10	48	1	96	19	306	96	0	12	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5149	5149	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	276	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000441.1	1988751	1989026	276	+	145	85.714	1	49	1	84	16	267	84	0	12	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5150	5150	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	294	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000909.1	214839	215132	294	+	164	85.263	4	57	2	96	1	285	95	0	14	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5152	5152	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	288	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000580.1	440491	440778	288	+	122	84.507	2	40	4	74	73	285	71	0	11	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5155	5155	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000293.1	336478	336792	315	+	137	88.542	3	46	1	96	19	306	96	0	11	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5160	5160	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	321	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000090.1	3185806	3186126	321	+	145	89.796	2	49	1	96	19	312	98	1	8	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5536	5536	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	369	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01001424.1	13038	13406	369	-	172	89.362	7	60	2	95	1	282	94	0	10	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5537	5537	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	330	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000183.1	1739534	1739863	330	+	154	86.458	6	53	1	96	19	306	96	0	13	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5538	5538	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	303	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01001098.1	21544	21846	303	-	161	87.5	5	56	1	96	16	294	96	1	9	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5539	5539	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	336	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000172.1	810542	810877	336	-	151	82.292	1	51	1	96	55	327	96	1	12	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5540	5540	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000432.1	1907723	1908037	315	-	172	88.542	4	60	1	96	19	306	96	0	11	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5541	5541	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	420	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000355.1	1774704	1775123	420	+	175	88.542	7	61	1	96	19	306	96	0	11	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5542	5542	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	345	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000025.1	502254	502598	345	-	148	90.526	1	50	1	95	16	300	95	0	9	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5543	5543	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000567.1	1585684	1585998	315	-	170	89.583	3	59	1	96	19	306	96	0	10	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5544	5544	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	399	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01001207.1	199387	199785	399	-	147	91.579	8	50	1	95	46	330	95	0	8	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5545	5545	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000630.1	284474	284788	315	-	175	89.583	2	61	1	96	19	306	96	0	10	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5546	5546	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	510	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000293.1	124144	124653	510	-	150	89.474	2	50	1	95	109	393	95	0	10	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5547	5547	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000180.1	7413402	7413716	315	+	177	91.667	5	62	1	96	19	306	96	0	8	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5548	5548	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	312	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000311.1	225603	225914	312	+	151	94.792	6	52	1	96	16	303	96	0	5	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5549	5549	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	333	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000097.1	2335253	2335585	333	-	167	87.5	4	58	1	96	16	303	96	0	12	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5550	5550	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	324	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000311.1	249566	249889	324	-	140	90.526	2	47	1	95	13	297	95	0	9	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5552	5552	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000580.1	443116	443430	315	+	164	84.375	7	57	1	96	19	306	96	0	15	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5553	5553	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	315	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000564.1	872325	872639	315	-	155	94.792	10	54	1	96	19	306	96	0	5	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
Urile_pelagicus_5554	5554	Urile_pelagicus	ehbv-avi.27-phalacrocoracidae-con	avi.27-phalacrocoracidae	Avihepadnavirus	27	354	polyprotein	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000804.1	514043	514396	354	-	174	90.426	1	60	2	95	1	282	94	0	9	Urile pelagicus	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Urile
