id	locus_id	full_name	virus_family	genus	clade	host_sci_name	Class	Superorder	Order	Family	Genus	assigned_name	assigned_gene	bitscore	identity	target_version	target_name	scaffold	extract_start	extract_end	sequence_length	orientation
Nannopterum_NEVG01000179_323313	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	67	52.439	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000179.1	323313	323564	252	positive
Nannopterum_NEVG01000187_1400624	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	97.8	52.525	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000187.1	1400624	1400932	309	positive
Nannopterum_NEVG01000221_564789	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	96.3	53.608	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000221.1	564789	565091	303	negative
Nannopterum_NEVG01000221_10560766	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	94.4	52.525	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000221.1	10560766	10561074	309	negative
Nannopterum_NEVG01000224_229768	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	97.1	53.535	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000224.1	229768	230076	309	positive
Nannopterum_NEVG01000224_937263	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	100	54.545	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000224.1	937263	937571	309	negative
Nannopterum_NEVG01000230_2231381	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Rosss-goose-hepatitis-B-virus	polymerase	63.5	51.25	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000230.1	2231381	2231620	240	positive
Nannopterum_NEVG01000253_78104	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	97.4	48.696	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000253.1	78104	78457	354	positive
Nannopterum_NEVG01000282_985441	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	81.6	43.333	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000282.1	985441	985809	369	positive
Nannopterum_NEVG01000282_1009252	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	84	49.495	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000282.1	1009252	1009560	309	negative
Nannopterum_NEVG01000282_1095609	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	80.9	48.485	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000282.1	1095609	1095917	309	negative
Nannopterum_NEVG01000289_3219964	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	65.9	46.087	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000289.1	3219964	3220317	354	negative
Nannopterum_NEVG01000296_3970551	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	preC	82.8	50.725	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000296.1	3970551	3970757	207	positive
Nannopterum_NEVG01000310_428735	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Horseshoe-bat-hepatitis-B-virus	core	103	46.552	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000310.1	428735	429082	348	positive
Nannopterum_NEVG01000313_6415297	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	76.3	47.475	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000313.1	6415297	6415584	288	positive
Nannopterum_NEVG01000340_3639279	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	107	51.515	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000340.1	3639279	3639587	309	negative
Nannopterum_NEVG01000342_562	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	94.4	48.246	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000342.1	562	900	339	negative
Nannopterum_NEVG01000357_1234000	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	83.6	53.947	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000357.1	1234000	1234227	228	negative
Nannopterum_NEVG01000384_674867	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	79.3	47.475	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000384.1	674867	675118	252	positive
Nannopterum_NEVG01000387_110005	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	85.5	48.485	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000387.1	110005	110313	309	negative
Nannopterum_NEVG01000388_67895	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	86.7	52.525	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000388.1	67895	68203	309	negative
Nannopterum_NEVG01000402_1320687	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	84.7	46.491	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000402.1	1320687	1321037	351	positive
Nannopterum_NEVG01000452_311860	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	75.5	45.217	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000452.1	311860	312213	354	positive
Nannopterum_NEVG01000457_56975	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	85.9	45.217	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000457.1	56975	57328	354	negative
Nannopterum_NEVG01000457_242610	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	86.7	45.217	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000457.1	242610	242978	369	negative
Nannopterum_NEVG01000466_348590	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	93.6	47.959	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000466.1	348590	348883	294	positive
Nannopterum_NEVG01000476_25127	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	57	36.364	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000476.1	25127	25408	282	negative
Nannopterum_NEVG01000478_33465	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Rosss-goose-hepatitis-B-virus	polymerase	81.3	60.317	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000478.1	33465	33659	195	positive
Nannopterum_NEVG01000485_19537	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	111	53.535	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000485.1	19537	19845	309	negative
Nannopterum_NEVG01000566_1723070	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	43.5	38.384	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000566.1	1723070	1723354	285	negative
Nannopterum_NEVG01000566_1729651	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	43.5	38.384	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000566.1	1729651	1729935	285	negative
Nannopterum_NEVG01000616_61442	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	103	51.515	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000616.1	61442	61750	309	negative
Nannopterum_NEVG01000633_36077	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	114	53.535	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000633.1	36077	36385	309	positive
Nannopterum_NEVG01000633_61834	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	81.6	49.495	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000633.1	61834	62142	309	negative
Nannopterum_NEVG01000633_129638	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	110	51.515	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000633.1	129638	129946	309	negative
Nannopterum_NEVG01000763_389188	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	63.2	51.923	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000763.1	389188	389343	156	positive
Nannopterum_NEVG01000776_20981	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	93.6	39.394	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000776.1	20981	21388	408	negative
Nannopterum_NEVG01000865_15471	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Nannopterum_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	96.3	48.246	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000865.1	15471	15824	354	negative
Phalacrocorax_NEVG01000009_209122	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	51.2	43.678	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000009.1	209122	209388	267	negative
Phalacrocorax_NEVG01000009_213014	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	62.4	41.414	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000009.1	213014	213301	288	negative
Phalacrocorax_NEVG01000009_219319	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	62.4	41.414	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000009.1	219319	219606	288	negative
Phalacrocorax_NEVG01000012_82710	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	81.3	43.966	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000012.1	82710	83054	345	negative
Phalacrocorax_NEVG01000012_2002473	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	94.7	45.192	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000012.1	2002473	2002805	333	negative
Phalacrocorax_NEVG01000018_149261	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	74.7	53.659	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000018.1	149261	149518	258	negative
Phalacrocorax_NEVG01000019_5490385	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	98.2	54.762	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000019.1	5490385	5490648	264	positive
Phalacrocorax_NEVG01000023_1967208	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	108	53.535	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000023.1	1967208	1967516	309	positive
Phalacrocorax_NEVG01000023_2166342	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	108	52.525	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000023.1	2166342	2166650	309	negative
Phalacrocorax_NEVG01000033_7325325	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	97.1	49.495	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000033.1	7325325	7325618	294	positive
Phalacrocorax_NEVG01000047_14691552	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	73.6	46.575	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000047.1	14691552	14691770	219	positive
Phalacrocorax_NEVG01000047_15893085	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	73.6	46.575	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000047.1	15893085	15893303	219	negative
Phalacrocorax_NEVG01000054_5384083	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	77.4	44.231	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000054.1	5384083	5384415	333	positive
Phalacrocorax_NEVG01000063_160018	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	97.4	50.505	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000063.1	160018	160326	309	negative
Phalacrocorax_NEVG01000063_3583768	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	90.5	46.154	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000063.1	3583768	3584100	333	positive
Phalacrocorax_NEVG01000070_2858872	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	97.8	50	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000070.1	2858872	2859195	324	negative
Phalacrocorax_NEVG01000073_1147496	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	74.7	43.966	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000073.1	1147496	1147852	357	positive
Phalacrocorax_NEVG01000092_5121177	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	90.1	50.505	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000092.1	5121177	5121485	309	negative
Phalacrocorax_NEVG01000106_23838278	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Rosss-goose-hepatitis-B-virus	polymerase	100	53.535	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000106.1	23838278	23838586	309	negative
Phalacrocorax_NEVG01000107_2812057	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	77.8	52.525	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000107.1	2812057	2812365	309	negative
Phalacrocorax_NEVG01000109_1609038	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Sheldgoose-hepatitis-B-virus	pol	72	43.011	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000109.1	1609038	1609370	333	positive
Phalacrocorax_NEVG01000121_343743	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	89.4	40.299	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000121.1	343743	344156	414	negative
Phalacrocorax_NEVG01000121_556708	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Snow-goose-hepatitis-B-virus	pol	69.7	47.475	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000121.1	556708	557004	297	positive
Phalacrocorax_NEVG01000130_989517	EHBV-Avi.1-Aves	avian endogenous hepatitis B virus 1 consensus sequence	Hepadnaviridae	Avihepadnavirus		Phalacrocorax_harrisi	Aves	Neognathae	Pelecaniformes	Phalacrocoracidae	Nannopterum	Heron-hepatitis-B-virus	polymerase	116	55.556	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	NEVG01000130.1	989517	989825	309	positive
