record_ID	organism	id	locus_id	assigned_name	virus_family	virus_genus	virus_clade	locus_numeric_id	target_datatype	target_version	target_name	probe_type	scaffold	extract_start	extract_end	sequence_length	assigned_name	assigned_gene	orientation	bitscore	identity	evalue_num	evalue_exp	subject_start	subject_end	query_start	query_end	align_len	gap_openings	mismatches	host_class	host_superorder	major_clade	middle_clade	minor_clade	host_order	host_family	host_genus
5558	Urile_pelagicus	Urile_pelagicus_5558	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000392.1	140091	140429	339	eHBV-Avi.27-Suliformes	polymerase	+	141	83.636	2	47	1	110	10	339	110	0	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
3006	Urile_pelagicus	Urile_pelagicus_3006	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000294.1	484028	484291	264	eHBV-Avi.27-Suliformes	polymerase	+	102	90.566	2	32	1	53	31	189	53	0	5	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
4813	Urile_pelagicus	Urile_pelagicus_4813	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000202.1	2013363	2013713	351	eHBV-Avi.27-Suliformes	polymerase	-	169	80	2	58	1	105	37	351	105	0	21	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
5360	Nannopterum_brasilianus	Nannopterum_brasilianus_5360	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01015859.1	1766	2281	516	eHBV-Avi.27-Suliformes	polymerase	-	174	76.786	3	59	1	112	142	477	112	0	26	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5359	Nannopterum_brasilianus	Nannopterum_brasilianus_5359	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002468.1	100312	100626	315	eHBV-Avi.27-Suliformes	polymerase	+	191	88.571	4	67	1	105	1	315	105	0	12	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5357	Nannopterum_brasilianus	Nannopterum_brasilianus_5357	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001607.1	7654	8007	354	eHBV-Avi.27-Suliformes	polymerase	-	140	76.19	7	47	8	112	1	315	105	0	25	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5001	Nannopterum_harrisi	Nannopterum_harrisi_5001	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000121.1	556693	557004	312	eHBV-Avi.27-Suliformes	polymerase	+	139	85.577	9	47	2	105	1	312	104	0	15	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4001	Nannopterum_harrisi	Nannopterum_harrisi_4001	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000776.1	20981	21391	411	eHBV-Avi.27-Suliformes	polymerase	-	162	62.774	4	55	2	105	1	411	137	1	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4987	Nannopterum_harrisi	Nannopterum_harrisi_4987	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000158.1	5783402	5783755	354	eHBV-Avi.27-Suliformes	polymerase	+	149	80.952	2	50	8	112	1	315	105	0	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4558	Nannopterum_harrisi	Nannopterum_harrisi_4558	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000282.1	1009252	1009566	315	eHBV-Avi.27-Suliformes	polymerase	-	158	84.762	3	54	1	105	1	315	105	0	16	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
2690	Nannopterum_harrisi	Nannopterum_harrisi_2690	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000466.1	348590	348883	294	eHBV-Avi.27-Suliformes	polymerase	+	159	79.592	2	54	8	105	1	294	98	0	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5044	Phalacrocorax_carbo	Phalacrocorax_carbo_5044	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold12026	7957	8310	354	eHBV-Avi.27-Suliformes	polymerase	+	113	77.143	3	36	8	112	1	315	105	0	24	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
4621	Phalacrocorax_carbo	Phalacrocorax_carbo_4621	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold7927	678	968	291	eHBV-Avi.27-Suliformes	polymerase	+	117	77.778	7	38	23	112	10	279	90	0	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
4603	Phalacrocorax_carbo	Phalacrocorax_carbo_4603	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold58022	2414	2668	255	eHBV-Avi.27-Suliformes	polymerase	+	123	87.059	8	41	2	86	1	255	85	0	11	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
5425	Phalacrocorax_carbo	Phalacrocorax_carbo_5425	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold57863	8552	8866	315	eHBV-Avi.27-Suliformes	polymerase	-	179	82.857	2	62	1	105	1	315	105	0	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
5434	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5434	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000033.1	7325319	7325618	300	eHBV-Avi.27-Suliformes	polymerase	+	164	76.19	2	56	1	105	1	300	105	1	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5435	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5435	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000616.1	61442	61756	315	eHBV-Avi.27-Suliformes	polymerase	-	176	80	3	61	1	105	1	315	105	0	21	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5067	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5067	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000224.1	937263	937574	312	eHBV-Avi.27-Suliformes	polymerase	-	156	79.808	2	53	2	105	1	312	104	0	21	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5068	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5068	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000063.1	160018	160329	312	eHBV-Avi.27-Suliformes	polymerase	-	177	84.615	8	62	2	105	1	312	104	0	16	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4091	Phalacrocorax_harrisi	Phalacrocorax_harrisi_4091	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000776.1	20981	21391	411	eHBV-Avi.27-Suliformes	polymerase	-	162	62.774	4	55	2	105	1	411	137	1	18	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5442	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5442	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000387.1	110005	110319	315	eHBV-Avi.27-Suliformes	polymerase	-	152	81.905	1	51	1	105	1	315	105	0	19	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5560	Urile_pelagicus	Urile_pelagicus_5560	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000180.1	7612400	7612696	297	eHBV-Avi.27-Suliformes	polymerase	-	173	85.859	4	60	7	105	1	297	99	0	14	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
4800	Urile_pelagicus	Urile_pelagicus_4800	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000827.1	241853	242164	312	eHBV-Avi.27-Suliformes	polymerase	-	132	80.769	5	44	2	105	1	312	104	0	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
5536	Urile_pelagicus	Urile_pelagicus_5536	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01001424.1	13038	13406	369	eHBV-Avi.27-Suliformes	polymerase	-	200	81.301	2	70	8	130	1	369	123	0	23	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
5537	Urile_pelagicus	Urile_pelagicus_5537	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000183.1	1739534	1739863	330	eHBV-Avi.27-Suliformes	polymerase	+	165	80.909	1	56	1	110	1	330	110	0	21	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
4496	Nannopterum_brasilianus	Nannopterum_brasilianus_4496	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01010585.1	192	494	303	eHBV-Avi.27-Suliformes	polymerase	-	136	77.885	1	45	2	105	1	303	104	1	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4508	Nannopterum_brasilianus	Nannopterum_brasilianus_4508	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01001131.1	34910	35224	315	eHBV-Avi.27-Suliformes	polymerase	-	166	77.143	4	57	1	105	1	315	105	0	24	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5370	Nannopterum_harrisi	Nannopterum_harrisi_5370	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000387.1	110005	110319	315	eHBV-Avi.27-Suliformes	polymerase	-	152	81.905	1	51	1	105	1	315	105	0	19	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5371	Nannopterum_harrisi	Nannopterum_harrisi_5371	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000221.1	10560766	10561080	315	eHBV-Avi.27-Suliformes	polymerase	-	162	85.714	1	55	1	105	1	315	105	0	15	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4562	Nannopterum_harrisi	Nannopterum_harrisi_4562	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000313.1	6415282	6415584	303	eHBV-Avi.27-Suliformes	polymerase	+	137	77.885	6	46	2	105	1	303	104	1	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5063	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5063	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000012.1	82695	83069	375	eHBV-Avi.27-Suliformes	polymerase	-	145	76.786	9	49	2	112	1	336	112	1	25	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5059	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5059	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000019.1	5490382	5490657	276	eHBV-Avi.27-Suliformes	polymerase	+	162	86.517	9	56	2	90	1	267	89	0	12	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5456	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5456	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000070.1	2858872	2859201	330	eHBV-Avi.27-Suliformes	polymerase	-	169	82.727	3	58	1	110	1	330	110	0	19	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5083	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5083	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000073.1	1147496	1147840	345	eHBV-Avi.27-Suliformes	polymerase	+	134	73.874	3	44	3	112	1	333	111	1	28	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4784	Urile_pelagicus	Urile_pelagicus_4784	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000379.1	178822	179079	258	eHBV-Avi.27-Suliformes	polymerase	+	116	88.372	6	38	2	87	1	258	86	0	10	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
5152	Urile_pelagicus	Urile_pelagicus_5152	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000580.1	440491	440778	288	eHBV-Avi.27-Suliformes	polymerase	+	119	81.69	10	39	10	80	73	285	71	0	13	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
5149	Urile_pelagicus	Urile_pelagicus_5149	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000441.1	1988751	1989026	276	eHBV-Avi.27-Suliformes	polymerase	+	154	83.146	1	52	2	90	1	267	89	0	15	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
5150	Urile_pelagicus	Urile_pelagicus_5150	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000909.1	214839	215132	294	eHBV-Avi.27-Suliformes	polymerase	+	164	80.612	1	56	8	105	1	294	98	0	19	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
5347	Nannopterum_brasilianus	Nannopterum_brasilianus_5347	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01013784.1	28876	29208	333	eHBV-Avi.27-Suliformes	polymerase	-	179	82.727	2	62	2	111	1	330	110	0	19	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
2804	Phalacrocorax_harrisi	Phalacrocorax_harrisi_2804	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000357.1	1234000	1234227	228	eHBV-Avi.27-Suliformes	polymerase	-	128	84.211	7	43	30	105	1	228	76	0	12	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4961	Nannopterum_brasilianus	Nannopterum_brasilianus_4961	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01003635.1	416373	416678	306	eHBV-Avi.27-Suliformes	polymerase	-	120	83.333	3	39	2	103	1	306	102	0	17	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5351	Nannopterum_brasilianus	Nannopterum_brasilianus_5351	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01002270.1	52965	53378	414	eHBV-Avi.27-Suliformes	polymerase	+	190	79.71	4	66	1	130	1	414	138	1	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4488	Nannopterum_brasilianus	Nannopterum_brasilianus_4488	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01011682.1	7761	8114	354	eHBV-Avi.27-Suliformes	polymerase	+	130	75.238	5	43	8	112	1	315	105	0	26	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
2737	Nannopterum_harrisi	Nannopterum_harrisi_2737	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000230.1	2231366	2231671	306	eHBV-Avi.27-Suliformes	polymerase	+	117	81.373	6	38	2	103	1	306	102	0	19	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4568	Nannopterum_harrisi	Nannopterum_harrisi_4568	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000384.1	674852	675118	267	eHBV-Avi.27-Suliformes	polymerase	+	127	70.192	3	42	2	105	1	267	104	1	16	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4053	Phalacrocorax_carbo	Phalacrocorax_carbo_4053	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold10400	44545	44805	261	eHBV-Avi.27-Suliformes	polymerase	+	142	80	3	48	16	105	1	261	90	1	15	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
5058	Phalacrocorax_harrisi	Phalacrocorax_harrisi_5058	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	Pharrisi_ref_V1	GCA_002173475.1_Pharrisi_ref_V1_genomic.fna	ORF	NEVG01000158.1	5783402	5783755	354	eHBV-Avi.27-Suliformes	polymerase	+	149	80.952	2	50	8	112	1	315	105	0	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
4822	Urile_pelagicus	Urile_pelagicus_4822	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000110.1	224238	224552	315	eHBV-Avi.27-Suliformes	polymerase	+	161	83.81	2	55	1	105	1	315	105	0	17	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
4801	Urile_pelagicus	Urile_pelagicus_4801	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000322.1	66500	66850	351	eHBV-Avi.27-Suliformes	polymerase	-	142	81.905	1	47	1	105	37	351	105	0	19	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
4227	Urile_pelagicus	Urile_pelagicus_4227	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM217343v1	GCA_002173435.1_ASM217343v1_genomic.fna	ORF	NFMD01000547.1	396874	397134	261	eHBV-Avi.27-Suliformes	polymerase	+	110	80	1	35	2	66	28	222	65	0	13	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Urile
4616	Phalacrocorax_carbo	Phalacrocorax_carbo_4616	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold23034	234	635	402	eHBV-Avi.27-Suliformes	polymerase	-	146	84.762	5	49	1	105	88	402	105	0	16	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
5358	Nannopterum_brasilianus	Nannopterum_brasilianus_5358	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	ASM210954v1	GCA_002174335.1_ASM217433v1_genomic.fna	ORF	NFME01029067.1	1071	1385	315	eHBV-Avi.27-Suliformes	polymerase	-	179	80.952	3	62	1	105	1	315	105	0	20	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Nannopterum
5045	Phalacrocorax_carbo	Phalacrocorax_carbo_5045	eHBV-Avi.27-Suliformes	eHBV-Avi.27-Suliformes	Hepadnaviridae	Avihepadnavirus	NULL	27	low_coverage	bgi_2011-10-28	Phalacrocorax_carbo.scaf.noBacterial.fa	ORF	scaffold2420	42548	42901	354	eHBV-Avi.27-Suliformes	polymerase	+	122	78.095	8	40	8	112	1	315	105	0	23	Aves	Neognathae	Neoaves	NULL	Aequorlitornithes	Pelecaniformes	Phalacrocoracidae	Phalacrocorax
